ID,TIME(BeiJing),LATITUDE,LONGITUDE,SPEED(M/s),ALT(M),ACCURACY(M),IS_OUTDOOR,MCC,MNC,NETWORK_TYPE,NCI,GNODEB,GCELLID,NR_TAC,NR_ARFCN,NR_BAND,NR_PCI,SS_RSRP,SS_RSRQ,SS_SINR,source_file
1,20250523 14:05:48.275,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
2,20250523 14:05:49.288,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
3,20250523 14:05:50.298,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
4,20250523 14:05:51.318,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
5,20250523 14:05:52.338,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
6,20250523 14:05:53.364,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
7,20250523 14:05:54.368,29.50784114,106.7038705,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
8,20250523 14:05:55.389,29.50783136,106.7038763,0.33,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
9,20250523 14:05:56.406,29.50782291,106.7038973,1.6,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
10,20250523 14:05:57.434,29.50781962,106.7039104,0.55,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
11,20250523 14:05:58.446,29.50781962,106.7039104,0.55,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
12,20250523 14:05:59.465,29.50781962,106.7039104,0.55,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
13,20250523 14:06:00.485,29.50782906,106.7039081,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,10,33First_UAV_collection-DT-20250523140548ms2.csv
14,20250523 14:06:01.509,29.50782906,106.7039081,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-12,8,33First_UAV_collection-DT-20250523140548ms2.csv
15,20250523 14:06:02.528,29.50783425,106.7038958,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-12,8,33First_UAV_collection-DT-20250523140548ms2.csv
16,20250523 14:06:03.546,29.50783425,106.7038958,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
17,20250523 14:06:04.565,29.50783425,106.7038958,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,10,33First_UAV_collection-DT-20250523140548ms2.csv
18,20250523 14:06:05.576,29.50783425,106.7038958,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
19,20250523 14:06:06.604,29.50785041,106.7038965,0.38,0,9,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
20,20250523 14:06:07.607,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
21,20250523 14:06:08.612,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
22,20250523 14:06:09.629,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
23,20250523 14:06:10.645,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
24,20250523 14:06:11.656,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
25,20250523 14:06:12.666,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
26,20250523 14:06:13.682,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
27,20250523 14:06:14.698,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
28,20250523 14:06:15.708,29.50783059,106.703903,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
29,20250523 14:06:16.717,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
30,20250523 14:06:17.729,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
31,20250523 14:06:18.741,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
32,20250523 14:06:19.753,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
33,20250523 14:06:20.766,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
34,20250523 14:06:21.789,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
35,20250523 14:06:22.797,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
36,20250523 14:06:23.808,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
37,20250523 14:06:24.815,29.50782714,106.7038924,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
38,20250523 14:06:25.835,29.50781781,106.703892,0,218,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
39,20250523 14:06:26.850,29.50781781,106.703892,0,218,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
40,20250523 14:06:27.877,29.50781781,106.703892,0,218,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
41,20250523 14:06:28.890,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
42,20250523 14:06:29.902,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
43,20250523 14:06:30.914,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
44,20250523 14:06:31.934,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,15,33First_UAV_collection-DT-20250523140548ms2.csv
45,20250523 14:06:32.947,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
46,20250523 14:06:33.967,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-97,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
47,20250523 14:06:34.982,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
48,20250523 14:06:36.006,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
49,20250523 14:06:37.019,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
50,20250523 14:06:38.032,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
51,20250523 14:06:39.046,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
52,20250523 14:06:40.070,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
53,20250523 14:06:41.097,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
54,20250523 14:06:42.124,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
55,20250523 14:06:43.153,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
56,20250523 14:06:44.166,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-95,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
57,20250523 14:06:45.189,29.50780957,106.7038868,0,217,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
58,20250523 14:06:46.205,29.50781559,106.703877,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
59,20250523 14:06:47.223,29.50781559,106.703877,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
60,20250523 14:06:48.244,29.50781559,106.703877,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
61,20250523 14:06:49.271,29.50781559,106.703877,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
62,20250523 14:06:50.295,29.50781559,106.703877,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
63,20250523 14:06:51.320,29.50782704,106.7038764,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
64,20250523 14:06:52.346,29.50782704,106.7038764,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
65,20250523 14:06:54.159,29.50782704,106.7038764,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
66,20250523 14:06:55.868,29.50782851,106.7038996,1.02,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
67,20250523 14:06:56.898,29.50782851,106.7038996,1.02,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-96,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
68,20250523 14:07:00.152,29.5078166,106.7038948,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
69,20250523 14:07:01.365,29.5078166,106.7038948,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
70,20250523 14:07:02.378,29.5078166,106.7038948,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
71,20250523 14:07:04.150,29.5078166,106.7038948,0,222,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
72,20250523 14:07:05.864,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
73,20250523 14:07:06.879,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-100,-12,13,33First_UAV_collection-DT-20250523140548ms2.csv
74,20250523 14:07:07.898,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
75,20250523 14:07:08.920,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
76,20250523 14:07:10.160,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
77,20250523 14:07:13.224,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
78,20250523 14:07:16.319,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
79,20250523 14:07:17.343,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-94,-11,11,33First_UAV_collection-DT-20250523140548ms2.csv
80,20250523 14:07:18.368,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
81,20250523 14:07:19.392,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
82,20250523 14:07:21.607,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
83,20250523 14:07:22.619,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
84,20250523 14:07:25.156,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
85,20250523 14:07:28.216,29.5078177,106.7039052,0,223,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
86,20250523 14:07:31.661,29.50782718,106.7039054,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
87,20250523 14:07:32.672,29.50782718,106.7039054,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
88,20250523 14:07:33.687,29.50781827,106.7039134,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
89,20250523 14:07:36.181,29.50781827,106.7039134,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
90,20250523 14:07:39.237,29.50781827,106.7039134,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
91,20250523 14:07:42.047,29.50781827,106.7039134,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,12,33First_UAV_collection-DT-20250523140548ms2.csv
92,20250523 14:07:43.510,29.50781827,106.7039134,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
93,20250523 14:07:44.530,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
94,20250523 14:07:46.161,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
95,20250523 14:07:49.230,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
96,20250523 14:07:53.156,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
97,20250523 14:07:54.471,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,9,33First_UAV_collection-DT-20250523140548ms2.csv
98,20250523 14:07:55.486,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,9,33First_UAV_collection-DT-20250523140548ms2.csv
99,20250523 14:07:56.500,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,9,33First_UAV_collection-DT-20250523140548ms2.csv
100,20250523 14:08:00.156,29.50782367,106.7039037,0,220,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,9,33First_UAV_collection-DT-20250523140548ms2.csv
101,20250523 14:08:03.187,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,9,33First_UAV_collection-DT-20250523140548ms2.csv
102,20250523 14:08:05.210,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
103,20250523 14:08:06.736,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
104,20250523 14:08:07.754,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
105,20250523 14:08:08.771,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
106,20250523 14:08:11.159,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
107,20250523 14:08:14.232,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
108,20250523 14:08:17.869,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
109,20250523 14:08:18.880,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
110,20250523 14:08:19.904,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
111,20250523 14:08:20.925,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
112,20250523 14:08:21.943,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
113,20250523 14:08:24.171,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
114,20250523 14:08:27.245,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
115,20250523 14:08:30.096,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
116,20250523 14:08:31.118,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
117,20250523 14:08:32.142,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
118,20250523 14:08:33.153,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
119,20250523 14:08:35.243,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
120,20250523 14:08:36.266,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
121,20250523 14:08:37.288,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
122,20250523 14:08:39.149,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-93,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
123,20250523 14:08:42.121,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
124,20250523 14:08:46.151,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
125,20250523 14:08:47.162,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
126,20250523 14:08:49.154,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
127,20250523 14:08:52.102,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,14,33First_UAV_collection-DT-20250523140548ms2.csv
128,20250523 14:08:53.121,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
129,20250523 14:08:54.141,29.50781417,106.7039049,0,219,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
130,20250523 14:08:55.154,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
131,20250523 14:08:56.165,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
132,20250523 14:08:57.231,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
133,20250523 14:08:58.247,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
134,20250523 14:08:59.261,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
135,20250523 14:09:00.291,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
136,20250523 14:09:01.311,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
137,20250523 14:09:02.334,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
138,20250523 14:09:03.358,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
139,20250523 14:09:04.382,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
140,20250523 14:09:05.406,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
141,20250523 14:09:06.429,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
142,20250523 14:09:08.154,29.5078055,106.7039092,0,221,4,1,460,1,SA,41339986177,10092770,257,10121472,633984,N78,889,-92,-11,13,33First_UAV_collection-DT-20250523140548ms2.csv
