ID,TIME(BeiJing),LATITUDE,LONGITUDE,SPEED(M/s),ALT(M),ACCURACY(M),IS_OUTDOOR,MCC,MNC,NETWORK_TYPE,NCI,GNODEB,GCELLID,NR_TAC,NR_ARFCN,NR_BAND,NR_PCI,SS_RSRP,SS_RSRQ,SS_SINR,source_file
66929,20250528 19:13:30.784,29.52143597,106.6836523,35.28,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66930,20250528 19:13:31.810,29.52136011,106.6835964,22.79,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66931,20250528 19:13:32.836,29.52136322,106.6835326,28.94,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66932,20250528 19:13:33.861,29.5213664,106.6834379,37.51,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66933,20250528 19:13:34.885,29.5213726,106.6833272,42.84,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66934,20250528 19:13:35.912,29.52138283,106.6832005,46.84,219,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66935,20250528 19:13:36.937,29.52139108,106.6830689,46.98,221,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66936,20250528 19:13:37.963,29.52140958,106.6827956,49.03,223,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66937,20250528 19:13:38.985,29.52143383,106.682656,50.33,223,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66938,20250528 19:13:40.012,29.52145609,106.6825124,50.62,223,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66939,20250528 19:13:41.041,29.52147636,106.6823648,51.34,223,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66940,20250528 19:13:42.068,29.52149363,106.6822152,52.06,223,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66941,20250528 19:13:43.095,29.5215099,106.6820666,51.98,222,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66942,20250528 19:13:44.120,29.52152618,106.6819141,53.28,222,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66943,20250528 19:13:45.142,29.52152618,106.6819141,53.28,222,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66944,20250528 19:13:46.166,29.52154246,106.6817615,52.88,222,3,1,460,1,SA,41340821762,10092974,258,10121472,633984,N78,160,-76,-15,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66945,20250528 19:13:47.190,29.52154246,106.6817615,52.88,222,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66946,20250528 19:13:48.204,29.52157072,106.6816169,52.09,221,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66947,20250528 19:13:49.215,29.52163423,106.6813337,47.27,219,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66948,20250528 19:13:50.226,29.5216747,106.6810744,46.98,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66949,20250528 19:13:51.237,29.52168891,106.6809567,39.74,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66950,20250528 19:13:52.247,29.52169415,106.6808291,44.5,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66951,20250528 19:13:53.258,29.5216894,106.6806954,47.45,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66952,20250528 19:13:54.272,29.52169667,106.6805528,49.9,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66953,20250528 19:13:55.292,29.52170394,106.6804102,51.05,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66954,20250528 19:13:56.312,29.52171321,106.6802607,51.44,214,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-73,-13,1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66955,20250528 19:13:57.333,29.5217235,106.6801091,52.38,214,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66956,20250528 19:13:58.357,29.52173176,106.6799705,49.64,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66957,20250528 19:13:59.381,29.52173801,106.6798338,47.7,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66958,20250528 19:14:00.408,29.52174428,106.6796892,51.26,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66959,20250528 19:14:01.438,29.52175555,106.6795476,52.06,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66960,20250528 19:14:02.468,29.52176082,106.679401,52.16,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66961,20250528 19:14:03.496,29.52177009,106.6792555,52.34,208,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66962,20250528 19:14:04.524,29.52177937,106.6791049,52.85,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66963,20250528 19:14:05.541,29.52179164,106.6789583,52.42,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66964,20250528 19:14:06.552,29.52180393,106.6788047,52.7,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-64,-12,11,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66965,20250528 19:14:07.567,29.52180393,106.6788047,52.7,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66966,20250528 19:14:08.581,29.52183643,106.6785325,43.02,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66967,20250528 19:14:09.604,29.52187661,106.6784337,39.38,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66968,20250528 19:14:10.624,29.52191077,106.67834,33.01,203,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66969,20250528 19:14:11.646,29.52193692,106.6782532,29.7,202,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66970,20250528 19:14:12.664,29.52193692,106.6782532,29.7,202,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66971,20250528 19:14:13.686,29.52195912,106.6781426,39.56,203,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66972,20250528 19:14:14.703,29.52194743,106.677983,30.13,201,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66973,20250528 19:14:15.716,29.52189949,106.6779631,26.24,201,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66974,20250528 19:14:16.730,29.52185947,106.677983,22.86,200,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-14,10,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66975,20250528 19:14:17.741,29.52185038,106.6780339,26.93,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66976,20250528 19:14:18.755,29.52183424,106.6781077,32.36,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66977,20250528 19:14:19.770,29.52181806,106.6782094,36.58,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66978,20250528 19:14:20.783,29.52179692,106.6782842,26.75,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66979,20250528 19:14:21.797,29.52174578,106.6783709,34.78,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66980,20250528 19:14:22.811,29.52168163,106.6784597,40.07,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66981,20250528 19:14:23.826,29.52162845,106.6785684,42.59,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66982,20250528 19:14:24.841,29.52161023,106.678687,42.77,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66983,20250528 19:14:25.857,29.521621,106.6788077,43.63,200,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66984,20250528 19:14:26.883,29.52163049,106.679073,48.53,199,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-71,-12,-1,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66985,20250528 19:14:27.906,29.52165323,106.6792086,48.42,200,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66986,20250528 19:14:28.925,29.52165796,106.6793492,49.1,200,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66987,20250528 19:14:29.941,29.52165568,106.6794958,50.83,201,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66988,20250528 19:14:30.962,29.52164541,106.6796444,51.26,202,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66989,20250528 19:14:31.983,29.52162914,106.679791,51.52,204,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66990,20250528 19:14:32.994,29.52162914,106.679791,51.52,204,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66991,20250528 19:14:34.007,29.52160387,106.6799386,51.77,205,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66992,20250528 19:14:35.026,29.5215736,106.6800842,51.8,205,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66993,20250528 19:14:36.049,29.52154135,106.6802268,52.09,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66994,20250528 19:14:37.066,29.52151108,106.6803724,52.67,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-76,-13,3,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66995,20250528 19:14:38.167,29.52151108,106.6803724,52.67,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66996,20250528 19:14:39.179,29.52148782,106.6805189,52.56,205,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66997,20250528 19:14:40.191,29.52145426,106.6808201,51.95,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66998,20250528 19:14:41.202,29.52144398,106.6809747,52.45,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
66999,20250528 19:14:42.214,29.52143069,106.6811303,52.74,205,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67000,20250528 19:14:43.224,29.52140742,106.6812768,52.06,205,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67001,20250528 19:14:44.236,29.52141416,106.6814175,48.42,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67002,20250528 19:14:46.143,29.5214027,106.6816648,42.84,212,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67003,20250528 19:14:47.161,29.52139445,106.6818004,45.58,215,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-73,-14,6,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67004,20250528 19:14:48.178,29.52137094,106.6820756,47.66,218,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67005,20250528 19:14:49.326,29.52135568,106.6822162,48.6,219,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67006,20250528 19:14:50.344,29.52132044,106.6823509,49.03,220,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67007,20250528 19:14:51.368,29.52127921,106.6824835,49.68,220,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67008,20250528 19:14:52.391,29.52125096,106.6826261,51.34,221,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67009,20250528 19:14:53.416,29.5212277,106.6827697,51.77,220,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67010,20250528 19:14:54.440,29.52120544,106.6829153,51.98,218,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67011,20250528 19:14:55.464,29.52119716,106.6830649,52.88,218,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67012,20250528 19:14:56.490,29.52119789,106.6832105,50.26,218,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67013,20250528 19:14:57.515,29.52121462,106.6833501,49.68,216,3,1,460,1,SA,41340813569,10092972,257,10121472,633984,N78,150,-74,-16,-5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67014,20250528 19:14:58.539,29.52121462,106.6833501,49.68,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67015,20250528 19:14:59.565,29.52119337,106.6834877,47.63,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67016,20250528 19:15:00.591,29.52113723,106.6835775,39.56,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67017,20250528 19:15:01.615,29.52106921,106.6836054,32.62,216,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67018,20250528 19:15:02.628,29.52102826,106.6835825,24.62,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67019,20250528 19:15:04.068,29.52102826,106.6835825,24.62,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67020,20250528 19:15:05.085,29.52102136,106.6835316,25.78,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67021,20250528 19:15:06.109,29.52105393,106.6832185,41.8,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67022,20250528 19:15:07.132,29.52106717,106.6830898,45.5,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67023,20250528 19:15:08.157,29.52108241,106.6829542,47.92,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-69,-12,0,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67024,20250528 19:15:09.183,29.52109768,106.6828106,49.57,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67025,20250528 19:15:10.199,29.52111194,106.682669,50.87,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67026,20250528 19:15:11.216,29.52112721,106.6825184,51.88,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67027,20250528 19:15:12.228,29.52114448,106.6823678,52.27,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67028,20250528 19:15:13.244,29.52116275,106.6822232,50.65,218,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67029,20250528 19:15:14.256,29.52116895,106.6821125,35.5,217,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67030,20250528 19:15:15.267,29.5211904,106.6818682,38.63,212,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67031,20250528 19:15:16.284,29.52120952,106.6818024,20.34,210,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67032,20250528 19:15:17.300,29.52122869,106.6817077,34.13,211,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67033,20250528 19:15:18.327,29.52124188,106.6816,41.62,211,3,1,460,1,SA,41340817669,10092973,261,10121472,633984,N78,912,-71,-12,5,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67034,20250528 19:15:19.352,29.52125711,106.6814783,45.72,211,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67035,20250528 19:15:20.367,29.52126935,106.6813477,46.26,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67036,20250528 19:15:21.384,29.5212836,106.681209,48.6,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67037,20250528 19:15:22.409,29.5212836,106.681209,48.6,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67038,20250528 19:15:23.426,29.52129687,106.6810644,50.26,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67039,20250528 19:15:24.446,29.52131413,106.6809188,51.41,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67040,20250528 19:15:25.470,29.52135138,106.6807832,49.9,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67041,20250528 19:15:26.496,29.52138563,106.6806416,50.94,210,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67042,20250528 19:15:27.522,29.52141089,106.680496,51.8,209,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67043,20250528 19:15:28.548,29.52141089,106.680496,51.8,209,3,1,460,1,SA,41340322051,10092852,259,10121472,633984,N78,884,-77,-16,-2,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67044,20250528 19:15:29.800,29.52141089,106.680496,51.8,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67045,20250528 19:15:30.825,29.52143992,106.6799426,37.04,209,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67046,20250528 19:15:31.850,29.52144204,106.6798797,17.14,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67047,20250528 19:15:32.874,29.52144221,106.67979,35.78,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67048,20250528 19:15:33.901,29.52145941,106.6796833,40.75,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67049,20250528 19:15:34.925,29.52147363,106.6795606,45.32,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67050,20250528 19:15:35.947,29.52148987,106.67943,48.17,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67051,20250528 19:15:36.973,29.52152139,106.6791498,50.26,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67052,20250528 19:15:37.994,29.52154366,106.6790052,50.69,206,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-61,-11,9,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67053,20250528 19:15:39.019,29.52158989,106.6788715,48.89,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67054,20250528 19:15:40.045,29.52166208,106.6787559,49.57,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67055,20250528 19:15:41.070,29.52174126,106.6786442,50.62,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67056,20250528 19:15:42.095,29.52180143,106.6785434,38.77,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67057,20250528 19:15:43.120,29.52180755,106.6784776,20.59,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67058,20250528 19:15:44.153,29.52180755,106.6784776,20.59,207,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
67059,20250528 19:15:45.171,29.52178769,106.6784068,27.61,208,3,1,460,1,SA,41340322050,10092852,258,10121472,633984,N78,392,-74,-13,7,33Seventeenth_UAV_collection-DT-20250528185928ms2.csv
